ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-19,2618.882247943408,2346.798993067972,2729.791714653463,2618.882247943408,2618.882247943408,-82.77861876792214,-82.77861876792214,-82.77861876792214,-93.6671688,-93.6671688,-93.6671688,-5.305689283760636,-5.305689283760636,-5.305689283760636,16.19423931583851,16.19423931583851,16.19423931583851,0.0,0.0,0.0,2536.103629175486
2024-01-22,2630.0357573620577,2330.443948657725,2705.8406910709837,2630.0357573620577,2630.0357573620577,-115.16014286184793,-115.16014286184793,-115.16014286184793,-93.6671688,-93.6671688,-93.6671688,-9.95646149099594,-9.95646149099594,-9.95646149099594,-11.536512570851999,-11.536512570851999,-11.536512570851999,0.0,0.0,0.0,2514.87561450021
2024-01-23,2633.753593834941,2325.103547799013,2705.3843011934378,2633.753593834941,2633.753593834941,-117.44053470843586,-117.44053470843586,-117.44053470843586,-93.6671688,-93.6671688,-93.6671688,-2.1997534638370606,-2.1997534638370606,-2.1997534638370606,-21.573612444598812,-21.573612444598812,-21.573612444598812,0.0,0.0,0.0,2516.3130591265053
2024-01-24,2637.471430307823,2319.7011245424183,2703.427233722454,2637.471430307823,2637.471430307823,-127.35773940200863,-127.35773940200863,-127.35773940200863,-93.6671688,-93.6671688,-93.6671688,-1.6843313780660851,-1.6843313780660851,-1.6843313780660851,-32.00623922394255,-32.00623922394255,-32.00623922394255,0.0,0.0,0.0,2510.1136909058146
2024-01-25,2641.1892667807074,2316.333329963525,2685.1609748776277,2641.1892667807074,2641.1892667807074,-140.74275749599911,-140.74275749599911,-140.74275749599911,-93.6671688,-93.6671688,-93.6671688,-4.270588019992536,-4.270588019992536,-4.270588019992536,-42.80500067600658,-42.80500067600658,-42.80500067600658,0.0,0.0,0.0,2500.446509284708
2024-01-26,2644.9071032535894,2299.0216521114457,2682.0783009820484,2644.9071032535894,2644.9071032535894,-152.89377752723328,-152.89377752723328,-152.89377752723328,-93.6671688,-93.6671688,-93.6671688,-5.305689283745222,-5.305689283745222,-5.305689283745222,-53.920919443488074,-53.920919443488074,-53.920919443488074,0.0,0.0,0.0,2492.013325726356
2024-01-29,2656.060612672239,2277.627062487864,2651.8565800043207,2656.060612672239,2656.060612672239,-192.02580229298772,-192.02580229298772,-192.02580229298772,-93.6671688,-93.6671688,-93.6671688,-9.956461490963981,-9.956461490963981,-9.956461490963981,-88.40217200202375,-88.40217200202375,-88.40217200202375,0.0,0.0,0.0,2464.034810379251
2024-01-30,2659.7784491451225,2274.5053199746258,2646.7330538125157,2659.7784491451225,2659.7784491451225,-195.80125087679875,-195.80125087679875,-195.80125087679875,-93.6671688,-93.6671688,-93.6671688,-2.1997534638303016,-2.1997534638303016,-2.1997534638303016,-99.93432861296846,-99.93432861296846,-99.93432861296846,0.0,0.0,0.0,2463.9771982683237
2024-01-31,2663.4962856180055,2272.056885295761,2632.258105800396,2663.4962856180055,2663.4962856180055,-206.63372859585346,-206.63372859585346,-206.63372859585346,-93.6671688,-93.6671688,-93.6671688,-1.6843313780649118,-1.6843313780649118,-1.6843313780649118,-111.28222841778857,-111.28222841778857,-111.28222841778857,0.0,0.0,0.0,2456.862557022152
2024-02-01,2667.214122090889,2265.2253459292724,2634.6632314697713,2667.214122090889,2667.214122090889,-220.24729269375743,-220.24729269375743,-220.24729269375743,-93.6671688,-93.6671688,-93.6671688,-4.270588020004746,-4.270588020004746,-4.270588020004746,-122.3095358737527,-122.3095358737527,-122.3095358737527,0.0,0.0,0.0,2446.9668293971313
