ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-02-12,6275.043516349383,6116.419194933708,6867.269132127149,6275.043516349383,6275.043516349383,225.43416389195735,225.43416389195735,225.43416389195735,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277190831,-6.526445277190831,-6.526445277190831,368.8386751691482,368.8386751691482,368.8386751691482,0.0,0.0,0.0,6500.477680241341
2020-02-13,6266.6927618701,6143.929216917184,6860.024033245761,6266.6927618701,6266.6927618701,237.05818419779064,237.05818419779064,237.05818419779064,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649823627,-0.7850131649823627,-0.7850131649823627,374.7212633627731,374.7212633627731,374.7212633627731,0.0,0.0,0.0,6503.750946067891
2020-02-14,6258.342007390816,6146.952625585081,6844.592407726704,6258.342007390816,6258.342007390816,237.07854913023056,237.07854913023056,237.07854913023056,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657048913,-5.504091657048913,-5.504091657048913,379.4607067872795,379.4607067872795,379.4607067872795,0.0,0.0,0.0,6495.420556521047
2020-02-17,6233.289743952967,6098.215173667225,6834.707826392857,6233.289743952967,6233.289743952967,236.25448183980936,236.25448183980936,236.25448183980936,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290910462,-12.082267290910462,-12.082267290910462,385.21481513071984,385.21481513071984,385.21481513071984,0.0,0.0,0.0,6469.544225792776
2020-02-18,6224.938989473683,6105.569501329555,6833.351803354926,6224.938989473683,6224.938989473683,237.70090665109348,237.70090665109348,237.70090665109348,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384242172,-9.321726384242172,-9.321726384242172,383.90069903533566,383.90069903533566,383.90069903533566,0.0,0.0,0.0,6462.639896124777
2020-02-19,6216.5882349944,6109.025965684829,6839.322866249912,6216.5882349944,6216.5882349944,237.43316489354874,237.43316489354874,237.43316489354874,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277182624,-6.526445277182624,-6.526445277182624,380.8376761707314,380.8376761707314,380.8376761707314,0.0,0.0,0.0,6454.021399887949
2020-02-20,6208.237480515117,6076.739989256423,6819.8924788025215,6208.237480515117,6208.237480515117,238.3306637376464,238.3306637376464,238.3306637376464,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.785013165025679,-0.785013165025679,-0.785013165025679,375.9937429026721,375.9937429026721,375.9937429026721,0.0,0.0,0.0,6446.568144252763
2020-02-21,6199.886726035834,6073.937450503014,6786.915096029909,6199.886726035834,6199.886726035834,226.98783382009285,226.98783382009285,226.98783382009285,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657032276,-5.504091657032276,-5.504091657032276,369.36999147712515,369.36999147712515,369.36999147712515,0.0,0.0,0.0,6426.874559855926
2020-02-24,6174.8344625979835,5987.472134221976,6742.189626668578,6174.8344625979835,6174.8344625979835,190.35767132084754,190.35767132084754,190.35767132084754,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290906932,-12.082267290906932,-12.082267290906932,339.3180046117545,339.3180046117545,339.3180046117545,0.0,0.0,0.0,6365.192133918831
2020-02-25,6166.483708118701,5980.347208584435,6710.188685810998,6166.483708118701,6166.483708118701,180.02531719630645,180.02531719630645,180.02531719630645,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384232175,-9.321726384232175,-9.321726384232175,326.22510958053863,326.22510958053863,326.22510958053863,0.0,0.0,0.0,6346.509025315007
2020-02-26,6158.15187893029,5985.670746386333,6676.845530283927,6158.15187893029,6158.15187893029,168.4162592432747,168.4162592432747,168.4162592432747,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277180401,-6.526445277180401,-6.526445277180401,311.82077052045514,311.82077052045514,311.82077052045514,0.0,0.0,0.0,6326.568138173565
2020-02-27,6149.820049741881,5932.0926645130685,6650.321515614861,6149.820049741881,6149.820049741881,158.61114158650392,158.61114158650392,158.61114158650392,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649891791,-0.7850131649891791,-0.7850131649891791,296.2742207514931,296.2742207514931,296.2742207514931,0.0,0.0,0.0,6308.4311913283855
2020-02-28,6141.4882205534705,5938.675493612789,6635.710737299591,6141.4882205534705,6141.4882205534705,137.3892112307401,137.3892112307401,137.3892112307401,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657015639,-5.504091657015639,-5.504091657015639,279.7713688877558,279.7713688877558,279.7713688877558,0.0,0.0,0.0,6278.877431784211
2020-03-02,6116.492732988242,5834.863235314605,6553.316675472637,6116.492732988242,6116.492732988242,77.57782968980752,77.57782968980752,77.57782968980752,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290951677,-12.082267290951677,-12.082267290951677,226.53816298075924,226.53816298075924,226.53816298075924,0.0,0.0,0.0,6194.07056267805
2020-03-03,6108.160903799831,5806.97506083846,6529.748018782167,6108.160903799831,6108.160903799831,62.041475416284506,62.041475416284506,62.041475416284506,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384222181,-9.321726384222181,-9.321726384222181,208.2412678005067,208.2412678005067,208.2412678005067,0.0,0.0,0.0,6170.202379216116
2020-03-04,6099.829074611421,5785.156716742849,6532.2390277213535,6099.829074611421,6099.829074611421,46.600572835912715,46.600572835912715,46.600572835912715,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277200158,-6.526445277200158,-6.526445277200158,190.00508411311287,190.00508411311287,190.00508411311287,0.0,0.0,0.0,6146.429647447333
2020-03-05,6091.497245423012,5736.387070008711,6495.381774057411,6091.497245423012,6091.497245423012,34.35474071309479,34.35474071309479,34.35474071309479,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649982409,-0.7850131649982409,-0.7850131649982409,172.01781987809306,172.01781987809306,172.01781987809306,0.0,0.0,0.0,6125.8519861361065
2020-03-06,6083.165416234601,5735.691247018706,6467.718381470103,6083.165416234601,6083.165416234601,12.070559696386995,12.070559696386995,12.070559696386995,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657026874,-5.504091657026874,-5.504091657026874,154.45271735341393,154.45271735341393,154.45271735341393,0.0,0.0,0.0,6095.235975930988
2020-03-09,6058.169928669373,5652.875051966134,6368.360386867997,6058.169928669373,6058.169928669373,-43.22948988313072,-43.22948988313072,-43.22948988313072,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.08226729086492,-12.08226729086492,-12.08226729086492,105.73084340773421,105.73084340773421,105.73084340773421,0.0,0.0,0.0,6014.940438786242
2020-03-10,6049.838099480962,5620.431999532042,6342.283724002475,6049.838099480962,6049.838099480962,-55.0189818602114,-55.0189818602114,-55.0189818602114,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384212182,-9.321726384212182,-9.321726384212182,91.18081052400079,91.18081052400079,91.18081052400079,0.0,0.0,0.0,5994.819117620751
2020-03-11,6041.506270292552,5623.725509671476,6294.414371084202,6041.506270292552,6041.506270292552,-65.80757216849159,-65.80757216849159,-65.80757216849159,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277197932,-6.526445277197932,-6.526445277197932,77.59693910870634,77.59693910870634,77.59693910870634,0.0,0.0,0.0,5975.69869812406
